100 3.6123e-05
200 0.000129502
300 0.000287108
400 0.00050067
500 0.000770145
600 0.00106802
700 0.0014089
800 0.00157458
900 0.00210798
1000 0.00724866
1100 0.00731371
1200 0.0139754
1300 0.00955152
1400 0.0171789
1500 0.0224679
1600 0.0117328
1700 0.0193784
1800 0.0253031
1900 0.0187584
2000 0.0215888
2100 0.0316357
2200 0.0245921
2300 0.03831
2400 0.03905
2500 0.0421737
2600 0.0430582
2700 0.053435
2800 0.0498741
2900 0.055664
3000 0.0719619
3100 0.065715
3200 0.0697871
3300 0.0774948
3400 0.0840023
3500 0.0898465
3600 0.0934316
3700 0.089278
3800 0.100874
3900 0.105098
4000 0.115455
4100 0.112306
4200 0.123795
4300 0.123488
4400 0.129455
4500 0.152279
4600 0.152478
4700 0.141311
4800 0.153426
4900 0.168721
5000 0.165476
5100 0.146808
5200 0.150479
5300 0.187341
5400 0.167593
5500 0.173883
5600 0.209629
5700 0.194721
5800 0.192342
5900 0.224115
6000 0.195131
6100 0.218437
6200 0.235658
6300 0.208187
6400 0.230919
6500 0.221451
6600 0.2138
6700 0.24642
6800 0.227163
6900 0.225199
7000 0.291271
7100 0.250766
7200 0.303319
7300 0.268529
7400 0.304375
7500 0.287052
7600 0.316421
7700 0.298198
7800 0.324207
7900 0.304098
8000 0.346347
8100 0.317437
8200 0.367279
8300 0.331665
8400 0.374146
8500 0.341894
8600 0.390348
8700 0.356985
8800 0.375066
8900 0.405662
9000 0.391838
9100 0.391711
9200 0.426387
9300 0.41919
9400 0.397419
9500 0.461608
9600 0.460909
9700 0.439491
9800 0.444717
9900 0.477874
10000 0.50365
10100 0.507247
10200 0.481384
10300 0.452616
10400 0.539818
10500 0.541497
10600 0.548527
10700 0.556652
10800 0.667825
10900 0.611846
11000 0.890134
11100 0.562004
11200 0.657651
11300 0.566489
11400 0.633679
11500 0.817787
11600 0.902935
11700 0.950538
11800 1.0064
11900 0.984052
12000 0.943248
12100 1.0391
12200 0.975957
12300 0.966706
12400 1.13131
12500 1.12968
12600 0.884083
12700 0.796971
12800 0.831091
12900 1.16116
13000 0.809762
13100 0.810125
13200 0.842902
13300 0.799974
13400 0.858707
13500 0.880965
13600 0.842788
13700 0.902412
13800 0.885514
13900 0.945106
14000 0.900248
14100 0.947357
14200 0.942194
14300 0.983591
14400 0.905133
14500 0.937678
14600 0.933434
14700 1.02972
14800 1.02835
14900 1.01298
15000 1.0318
15100 1.0724
15200 1.10125
15300 1.07647
15400 1.12174
15500 1.12662
15600 1.16197
15700 1.16338
15800 1.18316
15900 1.19386
16000 1.20476
16100 1.2228
16200 1.20202
16300 1.21889
16400 1.25403
16500 1.26891
16600 1.28486
16700 1.29651
16800 1.28999
16900 1.33548
17000 1.37149
17100 1.32143
17200 1.37761
17300 1.40527
17400 1.4094
17500 1.54656
17600 2.27109
17700 2.31243
17800 2.89477
17900 2.08072
18000 2.45
18100 3.05799
18200 2.79962
18300 2.76696
18400 2.5523
18500 1.8837
18600 1.52571
18700 1.58073
18800 1.87459
18900 1.67987
19000 1.67651
19100 1.65412
19200 1.61581
19300 1.63678
19400 1.59472
19500 1.66379
19600 1.62811
19700 1.80281
19800 1.83946
19900 1.86182
